Exercício: 2015
Período: 1o. bimestre
Escopo: Municípios
Anexo 03 - Demonstrativo da Receita Corrente Líquida
Tabela: Receita realizada total (últimos 12 meses)
Instituição;Cod.IBGE;UF;População;Conta;Valor
Prefeitura Municipal de Palmeirópolis - TO;1715754;TO;7623;DEDUÇÕES (II);1437099,50
Prefeitura Municipal de Palmeirópolis - TO;1715754;TO;7623;Dedução de Receita para Formação do FUNDEB;1437099,50
Prefeitura Municipal de Palmeirópolis - TO;1715754;TO;7623;RECEITA CORRENTE LÍQUIDA (III) = (I - II);14870877,95
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;RECEITAS CORRENTES (I);222067790,69
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Receita Tributária;56048346,17
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;IPTU;12981603,53
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;ISS;30380594,83
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;ITBI;2756446,47
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;IRRF;6029310,73
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Outras Receitas Tributárias;3900390,61
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Receita de Contribuições;6655991,54
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Receita Patrimonial;5285801,24
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Transferências Correntes;142024711,10
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Cota-Parte do FPM;31563579,72
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Cota-Parte do ICMS;48331351,05
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Cota-Parte do IPVA;10837563,10
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Cota-Parte do ITR;96054,19
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Transferências da LC 87/1996;207471,50
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Transferências da LC 61/1989;414724,65
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Transferências do FUNDEB;29832580,15
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Outras Transferências Correntes;20741386,74
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Outras Receitas Correntes;12052940,64
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;DEDUÇÕES (II);23884291,02
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Contrib. do Servidor para o Plano de Previdência;5530379,33
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;Dedução de Receita para Formação do FUNDEB;18353911,69
Prefeitura Municipal de Caieiras - SP;3509007;SP;94516;RECEITA CORRENTE LÍQUIDA (III) = (I - II);198183499,67
Prefeitura Municipal de Poá - SP;3539806;SP;112917;RECEITAS CORRENTES (I);378789330,25
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Receita Tributária;197447915,33
Prefeitura Municipal de Poá - SP;3539806;SP;112917;IPTU;11349157,34
Prefeitura Municipal de Poá - SP;3539806;SP;112917;ISS;169239530,35
Prefeitura Municipal de Poá - SP;3539806;SP;112917;ITBI;1336682,28
Prefeitura Municipal de Poá - SP;3539806;SP;112917;IRRF;9713192,92
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Outras Receitas Tributárias;5809352,44
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Receita Patrimonial;3234731,50
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Receita de Serviços;4007475,88
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Transferências Correntes;161551871,55
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Cota-Parte do FPM;35150412,11
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Cota-Parte do ICMS;44805081,16
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Cota-Parte do IPVA;11628402,70
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Cota-Parte do ITR;1847,99
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Transferências da LC 87/1996;189875,10
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Transferências da LC 61/1989;383741,99
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Transferências do FUNDEB;48203518,84
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Outras Transferências Correntes;21188991,66
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Outras Receitas Correntes;12547335,99
Prefeitura Municipal de Poá - SP;3539806;SP;112917;DEDUÇÕES (II);17090802,06
Prefeitura Municipal de Poá - SP;3539806;SP;112917;Dedução de Receita para Formação do FUNDEB;17090802,06
Prefeitura Municipal de Poá - SP;3539806;SP;112917;RECEITA CORRENTE LÍQUIDA (III) = (I - II);361698528,19
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;RECEITAS CORRENTES (I);648373549,88
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Receita Tributária;144071457,69
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;IPTU;68523382,55
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;ISS;44685429,26
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;ITBI;15174361,64
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;IRRF;13508367,44
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Outras Receitas Tributárias;2179916,80
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Receita Patrimonial;7858411,97
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Receita Industrial;674819,26
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Receita de Serviços;71898197,67
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Transferências Correntes;381957073,55
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Cota-Parte do FPM;54690823,81
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Cota-Parte do ICMS;136863261,45
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Cota-Parte do IPVA;42346979,41
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Cota-Parte do ITR;952877,79
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Transferências da LC 87/1996;635044,63
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Transferências do FUNDEB;54503740,26
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Outras Transferências Correntes;91964346,20
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Outras Receitas Correntes;41913589,74
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;DEDUÇÕES (II);46603079,57
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;Dedução de Receita para Formação do FUNDEB;46603079,57
Prefeitura Municipal de São Carlos - SP;3548906;SP;238958;RECEITA CORRENTE LÍQUIDA (III) = (I - II);601770470,31
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;RECEITAS CORRENTES (I);563013874,57
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Receita Tributária;97597580,61
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;IPTU;9586689,13
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;ISS;63302548,33
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;ITBI;4571177,65
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;IRRF;11811358,36
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Outras Receitas Tributárias;8325807,14
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Receita de Contribuições;22384800,14
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Receita Patrimonial;17798202,19
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Receita de Serviços;12000,00
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Transferências Correntes;399148140,14
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Cota-Parte do FPM;56583348,87
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Cota-Parte do ICMS;134641495,95
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Cota-Parte do IPVA;16217467,86
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Cota-Parte do ITR;44844,16
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Transferências da LC 87/1996;1046285,30
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Transferências do FUNDEB;124562967,15
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Outras Transferências Correntes;66051730,85
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Outras Receitas Correntes;26073151,49
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;DEDUÇÕES (II);51382191,06
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Contrib. do Servidor para o Plano de Previdência;9370725,25
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;Dedução de Receita para Formação do FUNDEB;42011465,81
Prefeitura Municipal de Cariacica - ES;3201308;ES;378915;RECEITA CORRENTE LÍQUIDA (III) = (I - II);511631683,51
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;RECEITAS CORRENTES (I);30850030,18
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;Receita Tributária;630386,53
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;IPTU;6363,40
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;ISS;359304,29
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;ITBI;16760,37
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;IRRF;238465,87
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;Outras Receitas Tributárias;9492,60
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;Receita de Contribuições;629530,41
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;Receita Patrimonial;1159965,20
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;Transferências Correntes;28363948,84
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;Cota-Parte do FPM;11939874,20
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;Cota-Parte do IPVA;241754,81
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;Cota-Parte do ITR;5566,75
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;Transferências do FUNDEB;6213352,61
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;Outras Transferências Correntes;9963400,47
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;Outras Receitas Correntes;66199,20
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;DEDUÇÕES (II);3537641,65
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;Contrib. do Servidor para o Plano de Previdência;569307,27
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;Dedução de Receita para Formação do FUNDEB;2968334,38
Prefeitura Municipal de Alto Santo - CE;2300705;CE;16823;RECEITA CORRENTE LÍQUIDA (III) = (I - II);27312388,53
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;RECEITAS CORRENTES (I);14822318,28
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Receita Tributária;691540,03
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;IPTU;115462,09
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;ISS;296532,66
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;ITBI;89182,49
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;IRRF;115310,07
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Outras Receitas Tributárias;75052,72
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Receita de Contribuições;130351,32
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Receita Patrimonial;44477,78
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Receita de Serviços;1796,82
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Transferências Correntes;13833465,48
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Cota-Parte do FPM;6715004,29
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Cota-Parte do ICMS;4449549,54
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Cota-Parte do IPVA;673783,43
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Cota-Parte do ITR;84842,38
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Transferências da LC 87/1996;18826,90
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Transferências do FUNDEB;724660,15
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Outras Transferências Correntes;1166798,79
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Outras Receitas Correntes;120686,85
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;DEDUÇÕES (II);724660,15
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;Dedução de Receita para Formação do FUNDEB;724660,15
Prefeitura Municipal de Poloni - SP;3539905;SP;5780;RECEITA CORRENTE LÍQUIDA (III) = (I - II);14097658,13
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;RECEITAS CORRENTES (I);67700186,00
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Receita Tributária;4790992,45
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;IPTU;236955,73
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;ISS;2734246,07
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;ITBI;161376,30
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;IRRF;1449563,52
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Outras Receitas Tributárias;208850,83
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Receita de Contribuições;1940956,17
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Receita Patrimonial;3537665,30
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Transferências Correntes;57016984,66
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Cota-Parte do FPM;6312704,03
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Cota-Parte do ICMS;39293587,33
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Cota-Parte do IPVA;1148622,74
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Cota-Parte do ITR;458816,14
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Transferências da LC 87/1996;167663,20
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Transferências do FUNDEB;3981955,23
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Outras Transferências Correntes;5653635,99
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Outras Receitas Correntes;413587,42
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;DEDUÇÕES (II);5922911,40
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Contrib. do Servidor para o Plano de Previdência;1940956,17
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;Dedução de Receita para Formação do FUNDEB;3981955,23
Prefeitura Municipal de Ouroeste - SP;3534757;SP;9392;RECEITA CORRENTE LÍQUIDA (III) = (I - II);61777274,60
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;RECEITAS CORRENTES (I);57689393,25
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Receita Tributária;2336280,38
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;IPTU;51351,26
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;ISS;1562502,16
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;ITBI;170468,84
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;IRRF;375582,17
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Outras Receitas Tributárias;176375,95
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Receita Patrimonial;253512,17
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Receita de Serviços;2618749,28
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Transferências Correntes;52206336,70
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Cota-Parte do FPM;19129151,01
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Cota-Parte do ICMS;4148871,00
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Cota-Parte do IPVA;498995,58
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Cota-Parte do ITR;14502,28
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Transferências da LC 87/1996;14846,10
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Transferências da LC 61/1989;44873,18
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Transferências do FUNDEB;18214454,12
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Outras Transferências Correntes;10140643,43
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Outras Receitas Correntes;274514,72
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;DEDUÇÕES (II);4598602,90
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;Dedução de Receita para Formação do FUNDEB;4598602,90
Prefeitura Municipal de Riacho de Santana - BA;2926400;BA;35819;RECEITA CORRENTE LÍQUIDA (III) = (I - II);53090790,35
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;RECEITAS CORRENTES (I);14032869,89
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Receita Tributária;865253,23
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;IPTU;91356,33
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;ISS;380630,88
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;ITBI;147341,17
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;IRRF;58231,79
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Outras Receitas Tributárias;187693,06
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Receita de Contribuições;55924,51
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Receita Patrimonial;258821,97
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Receita de Serviços;3574,32
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Transferências Correntes;12818316,94
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Cota-Parte do FPM;6931051,52
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Cota-Parte do ICMS;2286720,07
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Cota-Parte do IPVA;336043,44
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Cota-Parte do ITR;1864,97
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Transferências da LC 87/1996;43643,76
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Transferências do FUNDEB;1805982,44
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Outras Transferências Correntes;1413010,74
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Outras Receitas Correntes;30978,92
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;DEDUÇÕES (II);1867177,31
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;Dedução de Receita para Formação do FUNDEB;1867177,31
Prefeitura Municipal de Aiuruoca - MG;3101201;MG;6257;RECEITA CORRENTE LÍQUIDA (III) = (I - II);12165692,58
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;RECEITAS CORRENTES (I);13650989,19
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Receita Tributária;270341,01
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;IPTU;18623,02
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;ISS;118929,15
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;ITBI;42334,02
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;IRRF;77876,61
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Outras Receitas Tributárias;12578,21
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Receita de Contribuições;241642,85
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Receita Patrimonial;27983,50
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Transferências Correntes;13034477,00
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Cota-Parte do FPM;6352527,20
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Cota-Parte do ICMS;2122694,57
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Cota-Parte do IPVA;80296,37
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Cota-Parte do ITR;21659,27
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Transferências da LC 87/1996;3541,70
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Transferências do FUNDEB;1963962,48
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Outras Transferências Correntes;2489795,41
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Outras Receitas Correntes;76544,83
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;DEDUÇÕES (II);1907370,94
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Contrib. do Servidor para o Plano de Previdência;241642,85
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;Dedução de Receita para Formação do FUNDEB;1665728,09
Prefeitura Municipal de Campos Verdes - GO;5204953;GO;4115;RECEITA CORRENTE LÍQUIDA (III) = (I - II);11743618,25
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;RECEITAS CORRENTES (I);19691463,94
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;Receita Tributária;391720,91
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;IPTU;3833,74
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;ISS;185765,39
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;ITBI;3200,00
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;IRRF;197620,46
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;Outras Receitas Tributárias;1301,32
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;Receita de Contribuições;161920,46
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;Receita Patrimonial;80345,76
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;Transferências Correntes;19019675,06
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;Cota-Parte do FPM;6873193,37
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;Cota-Parte do IPVA;94751,67
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;Cota-Parte do ITR;1304,48
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;Transferências do FUNDEB;3920624,43
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;Outras Transferências Correntes;8129801,11
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;Outras Receitas Correntes;37801,75
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;DEDUÇÕES (II);2161193,84
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;Dedução de Receita para Formação do FUNDEB;2161193,84
Prefeitura Municipal de Moraújo - CE;2308807;CE;8457;RECEITA CORRENTE LÍQUIDA (III) = (I - II);17530270,10
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;RECEITAS CORRENTES (I);54329433,84
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Receita Tributária;628829,26
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;IPTU;10693,87
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;ISS;301371,75
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;ITBI;21167,95
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;IRRF;270741,76
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Outras Receitas Tributárias;24853,93
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Receita de Contribuições;193013,99
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Receita Patrimonial;487945,25
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Transferências Correntes;53004664,75
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Cota-Parte do FPM;27934230,79
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Cota-Parte do ICMS;1433607,25
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Cota-Parte do IPVA;116755,90
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Cota-Parte do ITR;4525,04
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Transferências da LC 87/1996;8227,44
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Transferências da LC 61/1989;9627,96
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Transferências do FUNDEB;13212145,79
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Outras Transferências Correntes;10285544,58
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Outras Receitas Correntes;14980,59
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;DEDUÇÕES (II);2036552,52
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;Dedução de Receita para Formação do FUNDEB;2036552,52
Prefeitura Municipal de Paraibano - MA;2107704;MA;20768;RECEITA CORRENTE LÍQUIDA (III) = (I - II);52292881,32
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;RECEITAS CORRENTES (I);33946850,60
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;Receita Tributária;1186533,48
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;IPTU;7751,96
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;ISS;747001,17
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;ITBI;6481,00
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;IRRF;416179,58
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;Outras Receitas Tributárias;9119,77
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;Receita de Contribuições;162876,43
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;Receita Patrimonial;396751,23
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;Transferências Correntes;32128647,44
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;Cota-Parte do FPM;11939874,20
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;Cota-Parte do IPVA;204871,23
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;Cota-Parte do ITR;2328,72
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;Transferências do FUNDEB;7713043,73
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;Outras Transferências Correntes;12268529,56
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;Outras Receitas Correntes;72042,02
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;DEDUÇÕES (II);3197509,87
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;Dedução de Receita para Formação do FUNDEB;3197509,87
Prefeitura Municipal de Porteiras - CE;2311108;CE;15058;RECEITA CORRENTE LÍQUIDA (III) = (I - II);30749340,73
Prefeitura Municipal de Cuité - PB;2505105;PB;20312;RECEITAS CORRENTES (I);37279901,66
Prefeitura Municipal de Cuité - PB;2505105;PB;20312;Receita Tributária;1465789,07
Prefeitura Municipal de Cuité - PB;2505105;PB;20312;IPTU;83440,79
Prefeitura Municipal de Cuité - PB;2505105;PB;20312;ISS;385222,24
Prefeitura Municipal de Cuité - PB;2505105;PB;20312;ITBI;107752,22
Prefeitura Municipal de Cuité - PB;2505105;PB;20312;IRRF;829138,60
Prefeitura Municipal de Cuité - PB;2505105;PB;20312;Outras Receitas Tributárias;60235,22
Prefeitura Municipal de Cuité - PB;2505105;PB;20312;Receita de Contribuições;1259111,83
